,region,customer_lifetime_value,response,coverage,education,effective_to_date,month,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size
9533,central,7259,no,extended,college,2/6/11,feb,medical leave,m,16367,suburban,married,94,2,99,0,9,personal auto,personal l3,offer1,branch,515,four-door car,medsize
9534,west region,24261,no,basic,high school or below,1/27/11,jan,employed,f,66525,rural,married,100,0,86,0,2,personal auto,personal l3,offer1,agent,104,suv,medsize
9535,east,5926,yes,extended,college,1/25/11,jan,retired,m,23091,suburban,married,96,28,90,5,5,corporate auto,corporate l1,offer1,agent,460,four-door car,medsize
9536,west region,6006,no,basic,high school or below,2/10/11,feb,employed,m,85510,suburban,married,74,19,68,0,4,corporate auto,corporate l3,offer1,agent,355,four-door car,small
9537,west region,4553,no,extended,high school or below,2/10/11,feb,unemployed,m,23121,suburban,married,124,1,43,0,1,corporate auto,corporate l3,offer1,branch,714,suv,medsize
9538,north west,8184,no,basic,college,1/16/11,jan,employed,m,82680,suburban,married,68,8,86,0,2,corporate auto,corporate l3,offer1,branch,326,four-door car,medsize
9539,west region,7596,no,extended,college,1/6/11,jan,employed,m,56225,suburban,divorced,97,10,95,0,3,personal auto,personal l2,offer1,agent,465,four-door car,small
9540,north west,5170,no,basic,high school or below,2/26/11,feb,employed,f,35334,suburban,married,65,29,31,0,4,personal auto,personal l2,offer4,web,468,four-door car,small
9541,central,8593,no,basic,master,2/28/11,feb,employed,f,91276,suburban,married,105,14,4,0,4,personal auto,personal l3,offer1,call center,504,suv,large
9542,west region,10357,no,extended,college,2/16/11,feb,employed,m,68309,rural,divorced,131,33,67,0,9,corporate auto,corporate l3,offer1,web,306,suv,small
9543,north west,29676,no,premium,college,2/10/11,feb,employed,f,33992,suburban,single,194,15,46,1,2,personal auto,personal l3,offer1,call center,931,suv,medsize
9544,central,4363,no,basic,bachelor,1/31/11,jan,unemployed,f,81754,suburban,single,63,13,49,0,7,personal auto,personal l3,offer1,agent,302,four-door car,small
9545,west region,4369,no,premium,college,1/25/11,jan,employed,m,97321,rural,single,110,35,46,0,1,personal auto,personal l2,offer1,agent,74,four-door car,medsize
9546,central,10852,no,extended,college,1/26/11,jan,employed,m,67696,rural,married,97,11,51,5,2,corporate auto,corporate l3,offer4,branch,17,four-door car,medsize
9547,central,6057,yes,extended,bachelor,2/14/11,feb,retired,m,27681,suburban,married,83,13,62,0,9,personal auto,personal l3,offer2,agent,398,two-door car,medsize
9548,north west,2534,no,basic,bachelor,2/28/11,feb,disabled,f,25163,suburban,married,67,32,18,0,1,corporate auto,corporate l2,offer2,branch,321,two-door car,small
9549,north west,3885,yes,premium,college,2/28/11,feb,unemployed,m,48819,suburban,married,105,3,92,0,1,corporate auto,corporate l2,offer1,branch,504,four-door car,large
9550,west region,8798,no,premium,master,2/6/11,feb,employed,m,77026,urban,married,110,9,82,2,3,corporate auto,corporate l1,offer2,agent,472,four-door car,medsize
9551,north west,4582,no,basic,master,1/28/11,jan,employed,f,69085,urban,married,113,11,14,0,1,corporate auto,corporate l3,offer1,web,472,sports car,medsize
9552,north west,10484,yes,extended,college,2/1/11,feb,employed,f,61108,rural,divorced,89,22,93,0,2,personal auto,personal l2,offer2,agent,49,four-door car,medsize
9553,central,2860,no,basic,high school or below,2/7/11,feb,employed,m,50332,suburban,married,72,2,11,0,1,personal auto,personal l3,offer2,branch,345,four-door car,large
9554,central,2673,no,basic,master,2/13/11,feb,employed,m,28728,suburban,married,67,8,10,0,1,personal auto,personal l3,offer4,branch,321,suv,medsize
9555,north west,2144,no,basic,high school or below,1/6/11,jan,unemployed,f,82478,suburban,single,61,34,35,1,1,personal auto,personal l1,offer2,agent,292,four-door car,medsize
9556,east,2705,no,extended,college,2/14/11,feb,unemployed,m,61040,suburban,single,83,15,85,1,1,personal auto,personal l1,offer1,agent,398,four-door car,large
9557,central,2436,no,basic,college,2/8/11,feb,unemployed,f,33263,rural,married,65,6,84,0,1,personal auto,personal l3,offer2,branch,149,two-door car,large
9558,north west,4901,no,basic,high school or below,1/25/11,jan,employed,m,72859,rural,divorced,61,6,5,0,9,personal auto,personal l3,offer3,agent,49,two-door car,medsize
9559,north west,4257,no,premium,bachelor,1/6/11,jan,employed,f,49853,suburban,single,109,17,47,0,1,personal auto,personal l3,offer1,branch,679,four-door car,medsize
9560,north west,15762,no,basic,bachelor,2/15/11,feb,employed,f,44362,rural,married,66,3,75,1,2,corporate auto,corporate l3,offer2,call center,142,four-door car,small
9561,west region,8364,no,basic,high school or below,1/16/11,jan,unemployed,f,90999,suburban,married,110,7,40,0,5,corporate auto,corporate l2,offer1,branch,528,suv,small
9562,north west,6465,no,extended,high school or below,2/7/11,feb,unemployed,m,82383,suburban,single,92,9,24,0,3,personal auto,personal l3,offer1,call center,662,four-door car,medsize
9563,west region,7572,no,premium,college,2/2/11,feb,disabled,m,12876,urban,married,107,13,90,0,3,corporate auto,corporate l3,offer1,call center,425,four-door car,large
9564,north west,4372,no,basic,high school or below,2/1/11,feb,disabled,f,23124,suburban,married,112,30,59,0,1,special auto,special l2,offer3,agent,537,sports car,medsize
9565,central,8139,no,basic,high school or below,1/12/11,jan,employed,m,86876,rural,married,68,9,3,0,2,personal auto,personal l3,offer4,call center,118,four-door car,medsize
9566,north west,10244,no,extended,college,2/19/11,feb,unemployed,f,96939,suburban,single,94,23,34,0,2,personal auto,personal l1,offer3,agent,451,four-door car,medsize
9567,west region,5878,no,basic,college,1/15/11,jan,employed,f,22061,suburban,married,74,25,25,0,8,personal auto,personal l2,offer2,branch,355,four-door car,medsize
9568,west region,4869,no,basic,college,1/19/11,jan,employed,f,44934,suburban,married,61,9,60,0,4,personal auto,personal l1,offer1,agent,357,four-door car,medsize
9569,central,4339,no,basic,college,1/2/11,jan,employed,f,91761,suburban,married,109,33,20,2,1,personal auto,personal l1,offer3,branch,779,suv,medsize
9570,north west,12904,no,premium,bachelor,2/27/11,feb,employed,f,27778,suburban,divorced,109,30,14,0,2,personal auto,personal l3,offer1,agent,523,four-door car,large
9571,north west,5337,no,extended,bachelor,2/14/11,feb,unemployed,f,14780,suburban,single,86,19,93,3,5,personal auto,personal l3,offer1,agent,619,four-door car,medsize
9572,east,5292,no,basic,bachelor,1/20/11,jan,unemployed,f,95246,suburban,married,70,13,8,0,3,personal auto,personal l2,offer1,branch,336,two-door car,medsize
9573,west region,2496,no,basic,college,2/13/11,feb,unemployed,m,98171,suburban,single,73,13,33,0,1,corporate auto,corporate l3,offer1,agent,350,two-door car,medsize
9574,central,6057,yes,extended,bachelor,2/14/11,feb,retired,m,27681,suburban,married,83,13,62,0,9,personal auto,personal l3,offer2,agent,398,two-door car,medsize
9575,west region,12663,no,basic,high school or below,2/5/11,feb,employed,m,72109,suburban,married,105,31,34,0,2,personal auto,personal l3,offer2,web,504,sports car,medsize
9576,north west,3339,no,extended,bachelor,1/9/11,jan,employed,f,38821,suburban,single,87,14,64,0,1,personal auto,personal l3,offer1,agent,488,two-door car,small
9577,north west,3040,no,extended,high school or below,1/31/11,jan,unemployed,f,65661,suburban,single,83,30,44,0,1,personal auto,personal l3,offer1,agent,989,four-door car,small
9578,central,2601,no,basic,high school or below,2/13/11,feb,employed,f,57231,urban,married,65,35,37,0,1,personal auto,personal l3,offer2,branch,305,four-door car,medsize
9579,central,9095,no,extended,high school or below,1/15/11,jan,unemployed,f,50222,suburban,single,128,5,76,0,8,personal auto,personal l2,offer1,agent,921,suv,medsize
9580,east,7778,no,basic,high school or below,1/7/11,jan,employed,m,63786,urban,single,196,30,81,0,1,corporate auto,corporate l3,offer1,branch,798,luxury suv,medsize
9581,west region,5473,no,basic,bachelor,2/2/11,feb,employed,m,93870,suburban,divorced,69,1,96,0,8,personal auto,personal l2,offer1,call center,331,four-door car,medsize
9582,west region,4072,no,basic,high school or below,1/31/11,jan,employed,m,96443,suburban,single,102,1,17,0,1,personal auto,personal l3,offer4,branch,489,suv,medsize
9583,west region,13046,no,basic,high school or below,1/8/11,jan,employed,m,71024,urban,married,65,26,96,1,2,corporate auto,corporate l3,offer1,agent,266,four-door car,medsize
9584,east,3863,no,basic,college,1/17/11,jan,employed,f,47199,suburban,married,100,3,65,3,1,corporate auto,corporate l3,offer2,call center,480,suv,medsize
9585,west region,4376,yes,premium,bachelor,2/28/11,feb,employed,f,63774,rural,divorced,111,18,63,0,1,personal auto,personal l3,offer2,agent,60,four-door car,medsize
9586,central,19597,no,basic,high school or below,1/9/11,jan,employed,f,64559,rural,divorced,62,31,90,0,2,personal auto,personal l3,offer3,agent,107,four-door car,medsize
9587,central,7439,no,basic,bachelor,1/25/11,jan,unemployed,f,93314,suburban,single,108,2,94,0,5,personal auto,personal l2,offer2,agent,518,suv,medsize
9588,east,7838,no,basic,master,2/17/11,feb,unemployed,f,30822,rural,married,69,9,12,0,2,personal auto,personal l1,offer2,agent,2,four-door car,medsize
9589,west region,2621,no,basic,college,1/17/11,jan,employed,f,26477,rural,married,66,18,37,0,1,personal auto,personal l1,offer2,branch,144,four-door car,medsize
9590,north west,8215,no,basic,doctor,2/6/11,feb,unemployed,m,14962,suburban,married,110,10,32,0,7,personal auto,personal l2,offer2,web,601,suv,small
9591,east,2764,no,basic,high school or below,1/10/11,jan,employed,f,33837,urban,married,72,32,54,0,1,corporate auto,corporate l2,offer1,branch,305,two-door car,medsize
9592,east,21561,no,basic,college,1/28/11,jan,unemployed,m,67897,suburban,single,110,11,59,0,2,personal auto,personal l2,offer3,branch,792,suv,medsize
9593,west region,4443,no,extended,high school or below,2/24/11,feb,unemployed,f,51098,suburban,married,121,7,69,0,1,personal auto,personal l2,offer1,agent,644,suv,medsize
9594,central,10629,no,extended,doctor,1/29/11,jan,employed,f,36495,rural,married,133,14,97,1,3,corporate auto,corporate l3,offer2,agent,229,suv,medsize
9595,east,5112,no,basic,high school or below,1/20/11,jan,disabled,m,15131,suburban,married,67,14,13,0,9,personal auto,personal l3,offer1,agent,321,four-door car,large
9596,west region,2878,no,extended,high school or below,2/23/11,feb,unemployed,m,41474,suburban,single,85,33,69,0,1,personal auto,personal l3,offer3,call center,612,four-door car,large
9597,west region,4878,no,basic,doctor,2/28/11,feb,disabled,f,29950,suburban,married,61,0,76,0,4,personal auto,personal l1,offer1,call center,292,two-door car,small
9598,central,5619,no,basic,high school or below,2/16/11,feb,employed,m,66620,suburban,married,70,13,75,0,7,personal auto,personal l3,offer3,agent,336,four-door car,medsize
9599,north west,2828,no,basic,high school or below,1/19/11,jan,employed,f,98680,suburban,single,72,27,38,2,1,personal auto,personal l3,offer2,call center,345,four-door car,medsize
9600,central,2685,no,basic,high school or below,1/3/11,jan,employed,m,45754,suburban,divorced,69,34,88,0,1,personal auto,personal l3,offer2,web,333,two-door car,medsize
9601,west region,10408,yes,basic,high school or below,2/18/11,feb,retired,m,20228,suburban,divorced,101,3,43,1,2,corporate auto,corporate l3,offer1,branch,523,suv,medsize
9602,north west,5670,no,basic,bachelor,1/31/11,jan,employed,f,28406,urban,married,72,16,35,1,4,personal auto,personal l3,offer1,call center,192,four-door car,medsize
9603,north west,2535,no,basic,high school or below,2/26/11,feb,employed,f,69259,suburban,divorced,63,3,30,0,1,personal auto,personal l3,offer3,call center,362,four-door car,small
9604,west region,7714,no,basic,college,2/25/11,feb,unemployed,f,89085,suburban,single,106,3,90,0,8,personal auto,personal l3,offer2,agent,763,sports car,medsize
9605,north west,7995,no,basic,bachelor,1/31/11,jan,employed,f,25239,rural,divorced,100,30,59,0,7,personal auto,personal l3,offer3,branch,150,suv,medsize
9606,central,7919,no,basic,master,2/21/11,feb,unemployed,m,22703,suburban,married,70,13,18,0,2,personal auto,personal l1,offer1,agent,336,four-door car,medsize
9607,west region,10129,no,basic,high school or below,1/11/11,jan,unemployed,f,57314,suburban,married,68,34,31,0,2,corporate auto,corporate l1,offer4,call center,326,four-door car,medsize
9608,east,22029,no,extended,high school or below,1/22/11,jan,unemployed,m,65218,suburban,married,121,27,58,0,2,personal auto,personal l3,offer2,branch,580,suv,large
9609,west region,9880,no,extended,master,1/8/11,jan,employed,f,62326,rural,married,122,8,53,0,8,personal auto,personal l1,offer1,agent,96,suv,medsize
9610,west region,32437,no,extended,college,2/3/11,feb,unemployed,f,85259,suburban,divorced,99,15,85,0,2,personal auto,personal l3,offer1,call center,475,four-door car,medsize
9611,west region,2344,no,basic,bachelor,2/16/11,feb,unemployed,m,21225,suburban,single,74,13,42,1,1,personal auto,personal l2,offer4,branch,532,four-door car,medsize
9612,west region,2417,no,basic,college,2/2/11,feb,unemployed,f,33882,suburban,married,65,16,90,0,1,corporate auto,corporate l2,offer1,branch,468,four-door car,medsize
9613,central,4254,yes,basic,high school or below,2/3/11,feb,disabled,f,11904,suburban,single,61,34,11,2,3,personal auto,personal l3,offer1,web,292,two-door car,small
9614,central,43217,no,extended,high school or below,1/27/11,jan,employed,m,51504,suburban,single,220,30,99,0,2,personal auto,personal l3,offer1,agent,2552,luxury suv,medsize
9615,north west,9185,no,basic,bachelor,1/28/11,jan,employed,m,73795,urban,married,116,1,77,1,3,personal auto,personal l3,offer1,agent,501,suv,medsize
9616,central,4235,no,premium,college,2/12/11,feb,employed,m,60334,rural,married,106,5,67,0,1,corporate auto,corporate l3,offer2,web,111,four-door car,large
9617,central,5746,no,extended,high school or below,1/2/11,jan,medical leave,m,22906,suburban,married,76,17,27,0,8,personal auto,personal l3,offer4,branch,519,four-door car,large
9618,east,6701,no,extended,college,2/19/11,feb,medical leave,m,18400,suburban,married,89,26,52,0,8,corporate auto,corporate l3,offer2,agent,640,two-door car,small
9619,north west,5038,no,extended,high school or below,2/21/11,feb,employed,f,72919,suburban,married,130,1,22,3,1,personal auto,personal l3,offer4,agent,936,suv,small
9620,north west,2433,no,basic,college,2/28/11,feb,unemployed,f,61428,suburban,single,66,12,71,0,1,personal auto,personal l3,offer1,agent,475,two-door car,medsize
9621,north west,4908,no,basic,high school or below,1/17/11,jan,employed,m,48207,urban,married,63,28,85,2,8,personal auto,personal l1,offer3,branch,164,four-door car,medsize
9622,west region,7835,no,basic,high school or below,1/22/11,jan,unemployed,f,28743,suburban,married,71,7,24,0,2,corporate auto,corporate l3,offer4,web,404,four-door car,small
9623,west region,13864,no,basic,college,2/18/11,feb,unemployed,f,36107,suburban,single,74,4,12,4,2,personal auto,personal l1,offer1,agent,580,four-door car,medsize
9624,west region,4650,yes,basic,college,1/10/11,jan,retired,m,28215,suburban,single,65,15,26,0,3,personal auto,personal l3,offer1,agent,468,two-door car,medsize
9625,west region,2907,no,basic,college,2/17/11,feb,employed,f,51020,suburban,divorced,73,16,88,0,1,personal auto,personal l3,offer2,branch,350,four-door car,medsize
9626,north west,15663,no,extended,bachelor,1/12/11,jan,employed,f,31789,rural,married,130,11,65,0,2,personal auto,personal l2,offer2,agent,316,suv,small
9627,west region,5770,no,extended,college,2/2/11,feb,unemployed,m,45484,suburban,single,83,21,67,0,8,personal auto,personal l2,offer1,branch,946,four-door car,medsize
9628,central,16355,no,premium,college,2/16/11,feb,medical leave,m,29439,suburban,divorced,146,4,10,0,2,personal auto,personal l3,offer1,call center,700,suv,large
9629,central,4875,no,basic,bachelor,2/4/11,feb,disabled,m,10743,suburban,married,70,12,64,2,8,personal auto,personal l1,offer3,branch,336,two-door car,medsize
9630,west region,8879,yes,basic,high school or below,2/3/11,feb,employed,f,52583,urban,single,113,12,59,0,7,personal auto,personal l2,offer1,agent,528,suv,small
9631,west region,2690,no,basic,bachelor,2/7/11,feb,employed,m,87313,suburban,divorced,67,4,5,0,1,personal auto,personal l1,offer2,agent,321,four-door car,small
9632,north west,20496,no,basic,high school or below,1/27/11,jan,unemployed,f,70576,suburban,single,64,10,72,0,2,personal auto,personal l2,offer1,branch,307,four-door car,medsize
9633,west region,2685,no,basic,college,1/29/11,jan,retired,f,20608,suburban,divorced,73,10,24,0,1,personal auto,personal l2,offer3,branch,350,four-door car,large
9634,central,6699,no,extended,bachelor,1/13/11,jan,unemployed,f,28993,suburban,single,99,21,35,1,4,corporate auto,corporate l1,offer1,call center,699,four-door car,medsize
9635,east,2962,no,basic,college,2/5/11,feb,employed,f,71809,rural,divorced,74,14,3,0,1,corporate auto,corporate l3,offer3,agent,78,four-door car,medsize
9636,north west,6185,no,extended,master,2/10/11,feb,employed,m,21020,rural,divorced,80,1,36,0,4,corporate auto,corporate l2,offer4,branch,178,four-door car,medsize
9637,west region,4349,yes,basic,college,2/10/11,feb,employed,f,75648,rural,married,108,28,10,0,1,corporate auto,corporate l3,offer2,branch,112,suv,large
9638,west region,11472,no,basic,college,2/3/11,feb,employed,m,62134,rural,single,73,13,14,0,2,personal auto,personal l2,offer2,web,25,two-door car,medsize
9639,central,3423,no,extended,college,1/17/11,jan,employed,m,99816,rural,single,86,0,0,0,1,corporate auto,corporate l2,offer3,branch,172,two-door car,medsize
9640,central,6745,no,basic,high school or below,2/4/11,feb,unemployed,m,76055,suburban,single,192,1,27,0,1,personal auto,personal l3,offer2,call center,1921,luxury suv,large
9641,central,2733,no,basic,high school or below,1/3/11,jan,employed,f,93558,suburban,married,67,19,5,0,1,personal auto,personal l3,offer4,agent,478,four-door car,medsize
9642,west region,2571,no,basic,college,2/15/11,feb,employed,f,29697,suburban,married,66,0,58,4,1,personal auto,personal l2,offer4,agent,316,four-door car,medsize
9643,west region,8888,no,extended,college,1/28/11,jan,employed,m,21509,suburban,single,81,24,24,1,2,personal auto,personal l1,offer4,agent,413,two-door car,medsize
9644,central,5205,no,basic,bachelor,1/26/11,jan,employed,f,31275,suburban,divorced,66,26,0,0,3,personal auto,personal l3,offer2,agent,316,two-door car,medsize
9645,central,7842,no,extended,college,2/4/11,feb,employed,m,94263,rural,married,98,33,78,0,3,personal auto,personal l1,offer2,branch,112,four-door car,medsize
9646,west region,3438,no,extended,bachelor,2/22/11,feb,employed,f,55910,urban,married,86,4,3,0,1,personal auto,personal l3,offer1,call center,324,four-door car,medsize
9647,north west,4582,no,basic,master,1/28/11,jan,employed,f,69085,urban,married,113,10,14,0,1,corporate auto,corporate l3,offer1,web,472,sports car,medsize
9648,west region,26134,no,basic,college,1/16/11,jan,unemployed,m,63773,suburban,divorced,111,1,72,0,2,personal auto,personal l2,offer1,branch,673,sports car,small
9649,west region,11726,no,extended,master,2/26/11,feb,employed,f,40564,rural,married,97,0,36,0,2,personal auto,personal l2,offer4,call center,85,four-door car,small
9650,west region,7375,no,basic,high school or below,2/9/11,feb,employed,m,33345,suburban,single,65,32,52,0,2,corporate auto,corporate l1,offer1,agent,338,four-door car,medsize
9651,west region,2628,no,basic,college,1/21/11,jan,employed,f,84498,urban,married,65,18,83,0,1,personal auto,personal l3,offer2,branch,255,four-door car,medsize
9652,central,17930,no,basic,college,1/16/11,jan,medical leave,f,21708,suburban,divorced,68,11,77,0,2,personal auto,personal l2,offer1,web,326,four-door car,medsize
9653,east,5673,no,extended,high school or below,2/25/11,feb,unemployed,m,20544,suburban,divorced,82,13,87,0,7,personal auto,personal l3,offer1,agent,445,two-door car,medsize
9654,north west,4221,no,basic,high school or below,2/8/11,feb,unemployed,m,11067,suburban,single,62,12,68,0,3,personal auto,personal l1,offer3,web,614,four-door car,small
9655,west region,15695,yes,basic,college,1/27/11,jan,employed,m,97750,urban,divorced,65,15,51,0,2,personal auto,personal l3,offer2,agent,303,four-door car,medsize
9656,north west,3470,no,extended,high school or below,1/23/11,jan,employed,f,94885,rural,married,86,18,10,3,1,personal auto,personal l1,offer2,web,170,four-door car,medsize
9657,west region,9591,no,extended,bachelor,1/3/11,jan,unemployed,f,76884,rural,married,128,23,27,0,6,corporate auto,corporate l3,offer1,call center,150,suv,medsize
9658,west region,9106,no,basic,high school or below,1/7/11,jan,employed,m,74143,suburban,married,114,1,61,0,6,personal auto,personal l3,offer1,branch,547,suv,medsize
9659,west region,5509,no,basic,doctor,1/25/11,jan,employed,m,78879,suburban,married,69,9,67,1,4,personal auto,personal l3,offer4,call center,466,four-door car,small
9660,north west,7681,no,basic,high school or below,2/15/11,feb,employed,m,90043,urban,married,63,12,21,0,2,personal auto,personal l3,offer2,branch,203,four-door car,medsize
9661,west region,8002,yes,basic,college,1/11/11,jan,unemployed,f,86864,suburban,married,107,3,65,0,3,personal auto,personal l2,offer1,agent,513,suv,medsize
9662,central,7285,yes,basic,high school or below,2/28/11,feb,employed,m,44788,suburban,married,61,6,48,0,2,personal auto,personal l1,offer2,agent,386,four-door car,small
9663,north west,22195,no,basic,college,2/5/11,feb,employed,f,78965,rural,married,183,3,78,0,2,personal auto,personal l3,offer1,call center,145,luxury car,medsize
9664,west region,2537,no,basic,high school or below,1/12/11,jan,employed,m,56621,rural,married,65,27,36,2,1,personal auto,personal l2,offer2,branch,84,four-door car,medsize
9665,north west,2606,no,basic,bachelor,2/14/11,feb,employed,f,28519,suburban,married,66,1,56,0,1,personal auto,personal l3,offer2,web,456,two-door car,large
9666,central,7439,no,basic,bachelor,1/25/11,jan,unemployed,f,48955,suburban,single,108,2,94,0,5,personal auto,personal l2,offer2,agent,518,sports car,medsize
9667,west region,4985,no,basic,college,1/10/11,jan,employed,f,31702,suburban,married,63,13,3,1,7,personal auto,personal l2,offer1,web,302,four-door car,medsize
9668,north west,7463,no,basic,bachelor,1/17/11,jan,employed,f,24599,rural,married,64,12,50,1,2,corporate auto,corporate l2,offer2,branch,42,four-door car,medsize
9669,east,5431,no,basic,high school or below,1/1/11,jan,employed,m,49345,urban,married,69,10,12,0,7,personal auto,personal l3,offer2,agent,251,two-door car,medsize
9670,west region,9051,no,premium,master,1/12/11,jan,employed,m,60964,urban,married,113,21,16,0,4,personal auto,personal l2,offer3,agent,327,four-door car,medsize
9671,north west,3148,no,extended,doctor,1/8/11,jan,unemployed,f,51521,suburban,married,83,16,75,0,1,personal auto,personal l3,offer1,call center,544,two-door car,medsize
9672,west region,8151,no,basic,college,2/10/11,feb,unemployed,m,21371,suburban,single,114,9,27,0,5,personal auto,personal l2,offer2,branch,820,suv,small
9673,west region,7507,yes,basic,college,2/6/11,feb,employed,m,60920,urban,single,64,10,61,0,2,corporate auto,corporate l3,offer2,agent,231,two-door car,medsize
9674,west region,10581,no,extended,college,2/14/11,feb,employed,f,42513,urban,married,133,0,44,0,3,corporate auto,corporate l3,offer1,agent,628,sports car,small
9675,north west,4935,no,basic,college,2/17/11,feb,employed,f,95765,suburban,married,61,14,80,0,3,personal auto,personal l3,offer1,branch,352,four-door car,medsize
9676,west region,8509,yes,basic,master,1/31/11,jan,disabled,m,26057,suburban,divorced,74,3,63,0,2,personal auto,personal l2,offer1,call center,523,four-door car,small
9677,north west,4744,no,basic,doctor,2/19/11,feb,employed,m,20698,urban,single,68,21,72,5,5,personal auto,personal l3,offer4,branch,248,two-door car,medsize
9678,central,3692,no,premium,college,1/12/11,jan,unemployed,f,84736,suburban,single,105,28,69,0,1,personal auto,personal l2,offer1,branch,756,four-door car,large
9679,north west,8720,no,basic,doctor,1/5/11,jan,employed,m,25752,suburban,married,73,28,85,0,2,personal auto,personal l3,offer4,agent,378,two-door car,small
9680,north west,2439,no,basic,college,1/10/11,jan,employed,f,50876,urban,married,61,13,60,0,1,personal auto,personal l2,offer1,agent,171,four-door car,medsize
9681,central,4419,no,premium,master,2/21/11,feb,medical leave,m,24046,suburban,married,116,27,47,0,1,personal auto,personal l2,offer4,agent,556,two-door car,small
9682,north west,4118,yes,premium,bachelor,1/28/11,jan,employed,f,69379,suburban,single,103,14,79,0,1,personal auto,personal l2,offer1,branch,494,two-door car,medsize
9683,east,2499,no,basic,high school or below,2/1/11,feb,employed,m,28082,suburban,married,64,9,63,0,1,personal auto,personal l2,offer2,branch,578,four-door car,medsize
9684,east,4718,no,basic,master,2/27/11,feb,disabled,m,15680,urban,divorced,64,20,29,0,8,personal auto,personal l3,offer4,web,260,four-door car,medsize
9685,central,14120,no,premium,college,1/17/11,jan,employed,m,95715,rural,married,119,0,52,2,2,personal auto,personal l3,offer1,agent,148,four-door car,medsize
9686,central,7590,no,basic,bachelor,1/14/11,jan,employed,f,52348,suburban,divorced,65,33,18,1,2,personal auto,personal l2,offer3,branch,312,two-door car,medsize
9687,west region,5479,yes,basic,master,1/13/11,jan,employed,m,56005,suburban,married,68,31,30,1,3,personal auto,personal l3,offer1,branch,326,four-door car,small
9688,central,2813,no,basic,doctor,1/27/11,jan,employed,f,50397,suburban,married,70,34,77,0,1,corporate auto,corporate l1,offer2,web,350,luxury suv,medsize
9689,north west,4958,no,basic,college,2/11/11,feb,medical leave,m,22842,suburban,married,65,20,53,0,9,personal auto,personal l2,offer1,agent,468,four-door car,medsize
9690,central,12875,no,basic,bachelor,2/4/11,feb,retired,m,26121,suburban,single,119,12,51,0,2,personal auto,personal l2,offer1,call center,754,suv,medsize
9691,west region,2464,no,basic,college,1/28/11,jan,employed,f,40982,rural,married,62,6,88,0,1,corporate auto,corporate l1,offer1,web,106,four-door car,medsize
9692,north west,18522,no,basic,high school or below,1/2/11,jan,employed,m,65903,suburban,married,66,4,98,0,2,personal auto,personal l3,offer3,agent,316,four-door car,medsize
9693,central,4686,yes,basic,college,2/12/11,feb,employed,m,58089,suburban,married,118,2,83,0,1,personal auto,personal l3,offer1,agent,566,suv,medsize
9694,west region,4089,no,basic,bachelor,2/6/11,feb,employed,m,43177,urban,married,103,34,74,0,1,corporate auto,corporate l3,offer2,agent,420,suv,medsize
9695,west region,13869,yes,basic,college,1/21/11,jan,employed,m,28432,suburban,married,118,1,59,0,2,personal auto,personal l3,offer2,branch,612,suv,small
9696,north west,6883,no,extended,college,1/23/11,jan,employed,f,64600,rural,married,86,22,30,0,3,personal auto,personal l3,offer2,web,168,four-door car,small
9697,west region,6679,no,extended,high school or below,2/10/11,feb,unemployed,f,67187,suburban,single,91,3,94,0,5,personal auto,personal l2,offer1,agent,655,four-door car,medsize
9698,north west,3268,no,extended,college,1/14/11,jan,unemployed,f,61564,suburban,single,93,9,35,0,1,personal auto,personal l2,offer4,branch,549,two-door car,medsize
9699,west region,2647,no,basic,master,2/13/11,feb,employed,f,26441,urban,married,66,32,20,0,1,corporate auto,corporate l1,offer1,agent,210,two-door car,medsize
9700,central,2690,no,basic,college,1/2/11,jan,employed,f,60060,urban,married,67,24,12,0,1,personal auto,personal l3,offer4,web,320,four-door car,medsize
9701,central,8646,yes,basic,high school or below,1/2/11,jan,employed,f,64125,urban,married,108,3,44,0,3,personal auto,personal l2,offer2,branch,369,suv,large
9702,west region,8819,yes,basic,high school or below,1/10/11,jan,employed,m,99845,suburban,married,110,23,25,1,8,personal auto,personal l3,offer2,branch,528,suv,medsize
9703,north west,8545,no,basic,bachelor,2/25/11,feb,employed,m,35456,urban,married,109,14,58,0,6,personal auto,personal l1,offer3,agent,505,sports car,medsize
9704,north west,3288,no,extended,college,1/17/11,jan,medical leave,m,17860,suburban,single,99,3,0,0,1,personal auto,personal l3,offer1,call center,656,two-door car,medsize
9705,west region,13345,no,basic,bachelor,1/28/11,jan,employed,m,80277,rural,married,112,6,40,1,2,corporate auto,corporate l2,offer1,agent,36,suv,medsize
9706,north west,8583,no,premium,high school or below,1/21/11,jan,disabled,f,18017,suburban,divorced,114,23,54,0,9,personal auto,personal l3,offer2,call center,547,four-door car,medsize
9707,west region,2857,no,basic,bachelor,2/15/11,feb,employed,f,85300,urban,divorced,73,8,39,2,1,corporate auto,corporate l3,offer2,call center,319,four-door car,large
9708,central,3184,no,extended,bachelor,2/21/11,feb,employed,m,50989,urban,married,80,3,11,0,1,corporate auto,corporate l3,offer2,agent,255,suv,medsize
